text,sentiment,text_length,positive_score,negative_score,entity_count,adj_ratio,verb_ratio,noun_ratio,negation_flag
first ever dropped call on my mobile on a call to  no less  being charged for data even though i have a data pack,0,113,0.0,5.0,1,0.0,0.1153846153846153,0.2307692307692307,1
gotta get up in a few hoursbooo  gooodnight,1,43,0.0,0.0,0,0.1,0.2,0.2,0
come on bell ring i want to go outside,1,38,1.0,0.0,0,0.0,0.3333333333333333,0.2222222222222222,0
i dont know what lender it was yea these people definitely sucked butt toes not friendly or helpful,0,99,4.0,0.0,0,0.1578947368421052,0.1052631578947368,0.2105263157894736,1
nin app gets rejected by apple reznor threatens to go jailbreak  always entertaining,0,84,0.0,1.0,0,0.0,0.2857142857142857,0.2142857142857142,0
same  also trying to get my house ready to sell i cant believe how much  i own,0,78,0.0,0.0,0,0.15,0.25,0.05,1
i like to support my friends  its sad that im your only friend though,0,69,3.0,0.0,0,0.125,0.1875,0.125,0
omedetou thats truly exciting but expected news decisions decisions  please let me know as soon as you know,2,107,4.0,0.0,0,0.05,0.25,0.2,0
its friday and im sick story of my life,0,39,0.0,2.0,1,0.1,0.1,0.2,0
fo showww,1,9,0.0,0.0,1,0.0,0.0,0.0,0
just came back from a nice bike ride with her family and is now refreshed thanks to a shower,2,92,5.0,0.0,0,0.0526315789473684,0.1052631578947368,0.2631578947368421,0
joes the photographer of the family rehearsing is always fun for the first couple of days it is at least,2,104,4.0,0.0,1,0.15,0.05,0.25,0
have a slight headache,0,22,0.0,2.0,0,0.25,0.25,0.25,0
yes you do,2,10,1.0,0.0,0,0.0,0.3333333333333333,0.0,0
alexander ovechkin is definitely my new favorite nhl player,2,59,2.0,0.0,1,0.3333333333333333,0.0,0.1111111111111111,0
we forgive you and we have missed you,1,37,0.0,1.0,0,0.0,0.25,0.0,0
i miss our walks home together,0,30,0.0,2.0,0,0.0,0.1666666666666666,0.1666666666666666,0
haha i am aware of how one contracts a uti  and i have training for work at  tomorrow morning so i have to go to bed early,1,122,3.0,0.0,2,0.0344827586206896,0.1379310344827586,0.1724137931034483,0
so this my last week of school then finals yesss,1,48,0.0,0.0,1,0.1,0.1,0.3,0
finished new moon woo now i want the next one,2,45,4.0,0.0,1,0.2,0.2,0.2,0
im tweeting this is so hard i dont get it,0,41,0.0,1.0,0,0.0833333333333333,0.1666666666666666,0.0,1
cracking myself more  more up  phootoboothingisfunforbunny volumen eins,2,71,0.0,0.0,0,0.1,0.1,0.2,0
aw  the grillz in my background look like plaque,1,48,2.0,0.0,0,0.0,0.1,0.3,0
the construction lookd familar,1,30,0.0,0.0,0,0.0,0.0,0.5,0
i like taking my dogs with me in the car when i run errands they are always excited to go anywhere like this morning to krogers,2,127,7.0,0.0,1,0.0384615384615384,0.1538461538461538,0.1923076923076923,0
just an observation aside from the riverwalk there are pretty much no cute girls in downtown sa,1,95,2.0,0.0,0,0.0588235294117647,0.0588235294117647,0.2941176470588235,0
looking to sketch final catwalk outfit i really really want my long pink hair back i also want to dye my models hair pink not allowed,2,133,2.0,0.0,0,0.1153846153846153,0.2307692307692307,0.1923076923076923,1
ohh yeh  but he was on sexy men so its okay,1,43,3.0,0.0,1,0.1666666666666666,0.0,0.0833333333333333,0
hey look whos on twitter   very kewl,2,36,0.0,0.0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0
blahh im tired and i gotta go to the airport to pick my mom up  im bored but on the upside im listening to the backstreet boys,0,126,0.0,4.0,0,0.0625,0.1875,0.15625,0
says happy mothers day,2,22,3.0,0.0,1,0.25,0.25,0.5,0
youre not here i hope youre still resting  i dont want you to be stressed,2,73,1.0,0.0,0,0.0,0.2631578947368421,0.0,1
going to ikea with the roomie so she can shop for her apartment ikea is in like my top ten stores that i love,2,109,7.0,0.0,1,0.0416666666666666,0.1666666666666666,0.1666666666666666,0
where is the sun,1,16,0.0,0.0,0,0.0,0.0,0.25,0
it wont work for me,0,19,0.0,0.0,0,0.0,0.1666666666666666,0.0,1
wow what a lovely day shame i have to clean my room,1,51,7.0,0.0,0,0.0833333333333333,0.1666666666666666,0.25,0
i just reading a magazine,1,25,0.0,0.0,0,0.0,0.2,0.2,0
good nighthave to get up so early tomorrow,2,42,3.0,0.0,0,0.25,0.125,0.125,0
ill use that for my next defense,1,32,0.0,2.0,0,0.2857142857142857,0.0,0.2857142857142857,0
yeah but too late  lol,0,22,4.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,0
lol she is okay its just he songs are so catchy they get stuck in my head,2,73,1.0,0.0,0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0
oh awesome i have yahooo  good night sleep tight dont let the bed bugs bite,2,75,7.0,0.0,0,0.0588235294117647,0.1764705882352941,0.2941176470588235,1
not allowed to call as i live in the uk my parents say it will cost to much  sucks,0,82,0.0,3.0,1,0.05,0.25,0.1,1
oh ive got that one  the stp x step one on vhs tried connecting our video to harddrive to copy to dvd but didnt work,1,116,0.0,0.0,1,0.0,0.25,0.1071428571428571,1
i wanna watch pcd concert dad,1,29,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha and you cant wear it lame,0,121,2.0,0.0,0,0.0333333333333333,0.1,0.1,1
man monday sucks what i wouldnt give to be a rich beach bum diving in a tropical lagoon every day eating fresh fruit and fishahhh,0,129,0.0,0.0,1,0.1153846153846153,0.1153846153846153,0.3076923076923077,1
it wont let me,1,14,0.0,0.0,0,0.0,0.2,0.0,1
_megan_ thats all ive seen too    till  is the  hours i normally sleep so i missed it mad haha,0,94,0.0,2.0,1,0.0384615384615384,0.1538461538461538,0.1538461538461538,0
stopped working on the  image database awhile ago to help greg with his term paper now chit chatting with greg,1,110,1.0,0.0,0,0.0,0.2857142857142857,0.1904761904761904,0
boy is all graduated  so proud of him,2,37,2.0,0.0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0
going to see star trek,1,22,0.0,0.0,0,0.0,0.4,0.2,0
we actually have milestones due for  high profile projects in the next  weeks  they are all scheduled when i am on vacation,1,123,0.0,0.0,1,0.12,0.08,0.2,0
i wanna be in michi with my moma love you mom,2,45,3.0,0.0,0,0.0,0.0909090909090909,0.2727272727272727,0
thanks,2,6,2.0,0.0,0,0.0,0.0,1.0,0
_carter the video is private,1,28,0.0,0.0,1,0.1666666666666666,0.0,0.3333333333333333,0
laying in bed with a book  some beautiful music  thank you kaki  nicholas sparks,2,80,5.0,0.0,2,0.0588235294117647,0.1764705882352941,0.2352941176470588,0
make up your mind,1,17,0.0,0.0,0,0.0,0.25,0.25,0
i dont have an invite  i might try mr p bale for an invite,1,58,2.0,0.0,0,0.0,0.125,0.125,1
aww sorry to hear you are having a bad time remember this too shall pass,0,72,0.0,4.0,0,0.1333333333333333,0.3333333333333333,0.0666666666666666,0
has just finished reading twilight and thought it was okay it was alrightokay i love it and really wanna read the next one,2,122,3.0,0.0,0,0.1304347826086956,0.217391304347826,0.0434782608695652,0
not living just trying to earn the grocery money  i do enjoy eating at least once a day,2,87,2.0,0.0,0,0.0526315789473684,0.2631578947368421,0.1578947368421052,1
it just occured to me tonight is cheris prom nighti was suppose to go with her  miles makes that kind of difficult,0,114,0.0,1.0,2,0.0434782608695652,0.1739130434782608,0.1304347826086956,0
roflmao i feel inspired to go start a huge bonfire now,2,54,7.0,0.0,0,0.0909090909090909,0.3636363636363636,0.1818181818181818,0
morningis anyone out there,1,26,0.0,0.0,0,0.0,0.25,0.0,0
warren has just died hannah has been killed and im gutted i love warren even if he is nasty,1,91,0.0,6.0,2,0.05,0.2,0.05,0
happy mothers day im gunna crawl up in a ball and act like i dont exist  lmfaoo,2,79,5.0,0.0,1,0.05,0.15,0.3,1
i didnt get the job at berry line after all,1,43,0.0,0.0,0,0.0,0.0909090909090909,0.2727272727272727,1
taking the day off and doing absolutely nothing    studying begins on the morrow,1,80,0.0,0.0,2,0.0,0.2857142857142857,0.1428571428571428,0
sc will be released before d  hopefully,2,39,2.0,0.0,0,0.0,0.125,0.0,0
yessss got ma twin on lock  welcome twiin,2,41,2.0,0.0,0,0.0,0.1111111111111111,0.4444444444444444,0
happy star wars day everyone  whats everyone up to this rainy bank holiday  i am heading out soon for coffee with my mum then shopping,2,134,2.0,0.0,0,0.0357142857142857,0.1071428571428571,0.2142857142857142,0
ugh i know the economy is depressing,0,36,0.0,4.0,0,0.0,0.2857142857142857,0.1428571428571428,0
dude i will check again but i couldnt find anything  haha i am capital ed,0,73,3.0,0.0,1,0.0,0.1764705882352941,0.1176470588235294,1
oh im jealous how surprising,1,28,0.0,2.0,0,0.3333333333333333,0.1666666666666666,0.0,0
she must be able to tell were reprobates despite your endorsement she sounds pretty smart,2,89,4.0,0.0,0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0
haha no i was referring to the band,1,35,2.0,0.0,0,0.0,0.125,0.125,0
yeah i had a suspicion about that i think im going to come home and want to spend a ton of money on tools,0,105,2.0,0.0,1,0.0,0.24,0.16,0
thanks were almost there,2,24,2.0,0.0,0,0.0,0.0,0.25,0
will miss my baby for  days,0,27,0.0,2.0,0,0.0,0.1428571428571428,0.2857142857142857,0
i just want  to sleep,1,21,1.0,0.0,0,0.0,0.3333333333333333,0.0,0
going to program now  havent programmed for a long time now,0,59,0.0,0.0,0,0.0769230769230769,0.2307692307692307,0.0769230769230769,1
mom said no,1,11,0.0,1.0,0,0.0,0.3333333333333333,0.3333333333333333,0
is there going to be any more tai tv ah i hope so,1,49,2.0,0.0,0,0.0769230769230769,0.1538461538461538,0.1538461538461538,0
every time i pay off my library fine i get a new one  im a bad patron,0,69,0.0,2.0,1,0.1052631578947368,0.1578947368421052,0.2105263157894736,0
hmm did you mean to start following me oh and gmorning by the way,2,65,0.0,0.0,0,0.0,0.2142857142857142,0.1428571428571428,0
yes i did  as a thank you have contacted them ce but no response,1,64,2.0,0.0,0,0.0,0.1333333333333333,0.1333333333333333,0
baking experiment results delicious very sweet very rich  almost too sweet,2,74,9.0,0.0,0,0.25,0.1666666666666666,0.1666666666666666,0
grounds himself from getting more toysonly cause i have officially ran out of room to place them,1,96,0.0,0.0,0,0.0,0.2352941176470588,0.0588235294117647,0
i dont have any,1,15,0.0,0.0,0,0.0,0.2,0.0,1
im just bustin ya chops its not bad never seen any real appeal to lastfm is all bad quality audio from  artists,1,111,0.0,4.0,1,0.125,0.125,0.1666666666666666,1
love song for the night then by brad paisley  happy mothers day   love  light  joy,2,82,12.0,0.0,3,0.1052631578947368,0.0,0.3684210526315789,0
just when i get the music to start playingi clicked home,1,56,0.0,0.0,0,0.0,0.2727272727272727,0.2727272727272727,0
ohhhh man  my mom got a bag of these caramel candy things theyre soooo good im going to get so fat off of them __,2,113,3.0,0.0,0,0.0689655172413793,0.1379310344827586,0.2068965517241379,0
as long as you take me with you,1,31,0.0,0.0,0,0.0,0.125,0.0,0
this chair is not comfortable at all,0,36,2.0,0.0,0,0.1428571428571428,0.0,0.1428571428571428,1
the battle at minas tirith is still very impressive return of the jedi is the best lord of the rings movie imo,2,110,5.0,0.0,0,0.0909090909090909,0.0,0.2727272727272727,0
back on the twit much hws to do will post something interesting when i think of it,1,82,2.0,0.0,0,0.1176470588235294,0.1764705882352941,0.0588235294117647,0
unless youre gretel killeen apparently you did look pretty  good,2,64,4.0,0.0,0,0.0833333333333333,0.25,0.0833333333333333,0
does anybody want to throw a baseball around with me,1,52,1.0,0.0,0,0.0,0.2,0.1,0
hehehe hello how are you good to see you on twitter,2,51,3.0,0.0,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0
i want to call you but it would cost to much  but maybe my parents will say okay d,1,82,1.0,0.0,0,0.05,0.2,0.05,0
ok wtf why do you have something on your menu in the window if you dont sell it i wanted my bubble tea,0,102,0.0,4.0,0,0.0,0.125,0.1666666666666666,1
although i know he would never be okay with a homebirth moot point since were done w babies,0,91,0.0,0.0,0,0.0555555555555555,0.1111111111111111,0.2222222222222222,1
no i wish just a van that comes round we missed him,0,51,0.0,2.0,0,0.0,0.25,0.0833333333333333,0
ps i heart your face,2,20,0.0,0.0,0,0.0,0.2,0.2,0
always be your self and thing will go on without no problem and do you even try hard to be your self  just be and smile,2,119,0.0,2.0,0,0.0,0.1111111111111111,0.1481481481481481,0
long night ahead,0,16,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0
not been on for a while eh barry loltweet deck is like prehistoric lol,1,70,5.0,0.0,0,0.0714285714285714,0.0,0.2142857142857142,1
yes i found you come to greenville perfect weekend for pictures and no sidekick to go shooting with,2,99,3.0,0.0,1,0.0555555555555555,0.2222222222222222,0.1666666666666666,0
i wish yesterday was friday,2,27,1.0,0.0,2,0.0,0.2,0.2,0
getting closer to logging in my left hand is so swollen i cant wear my wedding ring i keep forgetting and worrying that i lost it,0,129,0.0,6.0,0,0.1111111111111111,0.2592592592592592,0.1111111111111111,1
grr  i hate being  near forced to go places  especially to sit on a bus for an entire day just to sit in a house in podunktown va,0,129,0.0,4.0,2,0.032258064516129,0.1612903225806451,0.1290322580645161,0
im addicted to the jonas brothers new single paranoid its awesome if you havent heard it already go check it out,2,112,4.0,0.0,1,0.1304347826086956,0.217391304347826,0.0434782608695652,1
u ever have a friend that u just wonder why are we friends i know what you get from me but im questioning what im getting from u,1,128,0.0,0.0,0,0.0,0.2,0.1,0
night out had  b put on hold   weeks coz i was so ill last nite gutted still had a nice nite tho  but whers the sun gone,1,120,1.0,0.0,2,0.1666666666666666,0.1,0.3,0
ok so jeff looks like he has a black eye,1,40,2.0,0.0,1,0.1,0.2,0.1,0
finally picked up some handwraps but struggling to wrap my stronger hand with the other defo should have got some a lot sooner though,0,133,0.0,0.0,0,0.0833333333333333,0.1666666666666666,0.125,0
went to the hawksmoor last night and probably had the best  steak ive ever had,2,78,3.0,0.0,1,0.1176470588235294,0.1764705882352941,0.1764705882352941,0
mummy and nathan not in today on my todd,1,40,0.0,0.0,2,0.0,0.0,0.2222222222222222,1
i just had pasta  from pizzahut,1,31,0.0,0.0,0,0.0,0.1428571428571428,0.2857142857142857,0
im in the starbucks with a cup of coffee,1,40,0.0,0.0,0,0.0,0.1,0.3,0
so looking forward to your new album,2,36,0.0,0.0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
omg i love my parents i juss got a lavender camera as an early birthday present,2,79,3.0,0.0,0,0.125,0.1875,0.25,0
its the small things in life that count like being on a blur photograph of google streetview  keep following,2,108,2.0,0.0,1,0.05,0.15,0.2,0
_skies miss you too  it isi never want to come homeseriously,0,60,0.0,1.0,0,0.0,0.3076923076923077,0.0769230769230769,1
what do you mean by your portfolio is sad  no luck here  ive applied about  places so far,0,89,0.0,0.0,0,0.0454545454545454,0.0909090909090909,0.1363636363636363,0
sleeping over my cousins house for the weekend bugzy,1,52,0.0,0.0,1,0.0,0.1111111111111111,0.4444444444444444,0
happy momies day,2,16,3.0,0.0,0,0.3333333333333333,0.0,0.6666666666666666,0
mmm mmm mmm tss tsss tss lol having way too much fun being bored  i miss him,1,76,3.0,0.0,1,0.1111111111111111,0.1111111111111111,0.3333333333333333,0
at workthinking about the rest of my finalssummer almost here,1,61,0.0,0.0,0,0.0,0.0,0.3,0
gossip fluffodile here the latest mad night with teg jack lou tess and frey had a gender war but i was v sad for a friend also,0,126,0.0,6.0,1,0.1111111111111111,0.037037037037037,0.2592592592592592,0
for all dad is doing like this to his sondaughter love,2,54,5.0,0.0,0,0.0,0.0909090909090909,0.2727272727272727,0
tooth achebut still sipping lol at the fam partyyyy,1,51,3.0,0.0,0,0.0,0.1111111111111111,0.3333333333333333,0
i didnt go to the gym today and i feel bad,0,42,0.0,3.0,1,0.0833333333333333,0.1666666666666666,0.1666666666666666,1
thus far metaverse u has used the second life  virtual worlds rather than the gamier terra nova usage im in the tn camp  metaverseu,1,131,0.0,0.0,1,0.1111111111111111,0.074074074074074,0.2222222222222222,0
i am lol its just i got used  talkin  ya,1,40,3.0,0.0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0
ughhh i think my plans are ruined i was excited too,1,51,1.0,0.0,0,0.0,0.2727272727272727,0.0909090909090909,0
i love u lol i you ever need a slow but good audiobook oliver twist is a one ive been listening to lately,2,105,9.0,0.0,0,0.0833333333333333,0.125,0.0833333333333333,0
rope witdrawal in full effect no one to tie no teaching no demos no one to play with but worst of all  no one to play with,0,122,0.0,8.0,0,0.0714285714285714,0.1071428571428571,0.2857142857142857,0
me neither at firstbut u gotta go thru somethin first to get there lmaoi almost burnt my house down and that set me str,0,119,0.0,0.0,1,0.0,0.2,0.16,0
is at the salon with my mom  happy mothers day mom,2,50,3.0,0.0,1,0.0833333333333333,0.0,0.4166666666666667,0
whatãââ½s hot and new,1,21,0.0,0.0,0,0.5,0.0,0.0,0
my moms calling hospice  great gpa  its only a matter of time only god knows,1,76,5.0,0.0,0,0.0588235294117647,0.1176470588235294,0.2941176470588235,0
lol sweet i still have yet to watch the th movie  hope ur having a lovely weekend happy mothers day from aus p haha,2,115,16.0,0.0,3,0.12,0.16,0.2,0
mommy coming home from vegas tonight going to pick her up later in islip her plane doesnt get in until  killme i want my mommy,0,126,1.0,0.0,1,0.0,0.1851851851851851,0.1481481481481481,1
_ that is not even a question whenwhen is the question,1,54,0.0,0.0,0,0.0,0.0,0.2727272727272727,1
same to your mom too pril,2,25,0.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,0
_j ever it was in shes the man aswell  i love them now i want gossip girl too have decided summer  spending lots,2,112,4.0,0.0,1,0.0,0.1851851851851851,0.1851851851851851,0
thats true  i never believe my staff when they call in sick on mondays or fridays  lol,1,86,3.0,0.0,2,0.1,0.2,0.15,1
i kind of figured hed probably be unable to reason out why a lot of the things in manga happen or the way they happen,0,117,0.0,2.0,0,0.0384615384615384,0.1923076923076923,0.1538461538461538,0
you can learn a lot from another person dont try to out better oneself when its all about love and happiness  goodnight,2,119,8.0,0.0,0,0.0416666666666666,0.125,0.2083333333333333,1
i googled him  looked  a lot of sites i should have checked here first  how exciting for you both,2,97,3.0,0.0,1,0.0454545454545454,0.1363636363636363,0.0909090909090909,0
_ nothing new at all lol oh i bitched alot today about one person in particular with rachel oh and i planned the ultimate event,1,127,3.0,0.0,1,0.12,0.08,0.2,0
oops ignore last post  meant to be a direct message,0,51,0.0,3.0,0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0
the sunset view is so beautiful from my room,2,44,3.0,0.0,0,0.1111111111111111,0.0,0.3333333333333333,0
live long and prosper   lol star trek was the best,2,50,6.0,0.0,0,0.0909090909090909,0.1818181818181818,0.0,0
um thats really scary please be safe  btw ill be in orlando next week,0,69,0.0,2.0,2,0.25,0.0625,0.0625,0
added  minutes to morning sleep by cutting out useless today show feels nice,2,76,0.0,0.0,2,0.1428571428571428,0.2142857142857142,0.3571428571428571,0
i looking at failure,1,20,0.0,2.0,0,0.0,0.25,0.25,0
fell asleep with techno songs on shuffle loud  its been on for hours im too lazy to go turn it off he has like,1,110,1.0,0.0,1,0.1153846153846153,0.1923076923076923,0.1153846153846153,0
ok thanks  do you like my new pic,2,33,4.0,0.0,0,0.1111111111111111,0.0,0.2222222222222222,0
sweet im a jaycee oneletterer i think just d,2,44,2.0,0.0,0,0.2,0.2,0.1,0
wow its follow friday and i havent tweeted fail and nobody has followed me today  dble fail suicide,0,99,0.0,2.0,2,0.1,0.1,0.2,1
how was your day  boredom stuck my head,0,39,0.0,2.0,1,0.0,0.1111111111111111,0.3333333333333333,0
thanks im glad you liked it its a flower made of diamonds,2,57,7.0,0.0,0,0.0769230769230769,0.2307692307692307,0.1538461538461538,0
closeness or distance closeness but now everything seems so distant,1,67,0.0,0.0,0,0.1,0.1,0.3,0
pulled out the breakfast sausage for mothers day hopefully the baby sleeps in,2,77,2.0,0.0,1,0.0,0.1538461538461538,0.3846153846153846,0
sorry change of plans for me    revision for monday exam in a park with one of my friends,0,89,0.0,1.0,2,0.0526315789473684,0.0,0.3157894736842105,0
i may have to take a trip in to the loft to get the fans downits like being in spain except without a pool to cool down in  xxxxxxxx,1,132,3.0,0.0,1,0.0,0.1666666666666666,0.1333333333333333,0
aww maybe i traumatized her,0,27,0.0,0.0,0,0.0,0.2,0.0,0
excellent the suzaku  are back together  woop last episode  hope its a happy one im a sucker for these really lol shh,2,117,11.0,0.0,0,0.1538461538461538,0.0769230769230769,0.2307692307692307,0
happy birthday  hope you enjoyed us singing to you wednesday,2,60,7.0,0.0,1,0.0909090909090909,0.2727272727272727,0.0909090909090909,0
i have cystic lacrimal infectection my eye and face are swollen and it hurts,0,76,0.0,2.0,0,0.2142857142857142,0.1428571428571428,0.2142857142857142,0
yeahh  idk if i like owen anymore though i kinda lost respect for him in an episode i recorded,0,94,1.0,0.0,0,0.0,0.15,0.1,0
i wasnt tryin to call you out i just remember my dad always had my  late he never got in trouble i did,0,102,0.0,2.0,0,0.04,0.2,0.12,1
well at least its not as bad as i thought found a new website to watch movies on and i gotta sayits not bad not bad at all,0,122,0.0,9.0,0,0.1724137931034483,0.1379310344827586,0.1034482758620689,1
ashley tisdale  love the shades girl,1,36,3.0,0.0,1,0.0,0.1428571428571428,0.2857142857142857,0
airsoft is horrible hope you didnt get hurt,0,43,0.0,3.0,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,1
sad news after a week in the hospital my uncle past away today rip uncle tony,0,77,0.0,2.0,3,0.0625,0.0,0.3125,0
ive gotta watch out for those stealth skillz i always forget,1,60,0.0,1.0,0,0.0769230769230769,0.2307692307692307,0.0,0
i wanna go but i so freaking broke   have fun for me,1,52,3.0,0.0,0,0.0,0.2307692307692307,0.1538461538461538,0
just got rear ended,1,19,0.0,0.0,0,0.0,0.5,0.0,0
what was itt,1,12,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
wed man on his way     yess    time  wake up  real  lol,1,55,3.0,0.0,0,0.0588235294117647,0.0588235294117647,0.2941176470588235,0
i waited too long to buy pink tickets  now were going to be in nose bleed  how sad  were taking binoculars,0,106,0.0,2.0,0,0.0833333333333333,0.1666666666666666,0.1666666666666666,0
haha yea  if i knew yew wanted  go i would have told yew,1,56,3.0,0.0,0,0.0,0.2666666666666666,0.0,0
back at worktoo much email in my inbox,0,38,0.0,0.0,0,0.125,0.0,0.25,0
is updating an old ipodsadi miss my orange nano,0,47,0.0,2.0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0
how come u all dont seem to excited to play in dc,0,49,3.0,0.0,0,0.0,0.3076923076923077,0.0769230769230769,1
me too  i was in florida last weekend for the rain  came back home to ri rain  terrible,0,87,0.0,3.0,2,0.0952380952380952,0.0476190476190476,0.1428571428571428,0
welcomes my nephew to the christian world,1,41,2.0,0.0,1,0.0,0.1428571428571428,0.2857142857142857,0
loved the shoutout on tweethampton congrats hope youre feeling better i missed you last weekend,1,95,8.0,0.0,1,0.125,0.25,0.1875,0
im fake  is that the same   k,1,29,0.0,3.0,0,0.2,0.1,0.1,0
seen him hes beautiful,2,22,3.0,0.0,0,0.2,0.4,0.0,0
dubai still trying to settle down,1,33,0.0,0.0,1,0.0,0.3333333333333333,0.0,0
hehesorry  ive never been very good at blending in,1,50,3.0,0.0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,1
ok we found our way now i think  tonight lets just let go its dance time,1,72,0.0,0.0,1,0.0,0.2352941176470588,0.2352941176470588,0
at work   leave for berlin at  by car will be a late arrival,1,60,0.0,1.0,1,0.0666666666666666,0.0666666666666666,0.2,0
check on yall in a bit im in for a mothers day haircut ciao,1,59,0.0,0.0,0,0.0,0.125,0.1875,0
lol i really wanna go there imma check the vid out rite now,1,59,3.0,0.0,0,0.0769230769230769,0.2307692307692307,0.1538461538461538,0
well sunday the weather looks great gone take my bike to visite my mom on her day,2,81,3.0,0.0,1,0.0588235294117647,0.2352941176470588,0.2352941176470588,0
i miss you its lonely and empty without you,0,43,0.0,5.0,0,0.2222222222222222,0.1111111111111111,0.0,0
checked out green day on demand  saw the new live videos u were right they did blow my mind  i love u sgb even more all the time mom,2,132,2.0,0.0,1,0.1290322580645161,0.1290322580645161,0.1935483870967742,0
soz no ideas that is a reason i didnt take geography cz i would fall asleep as well lmao,1,88,3.0,0.0,0,0.05,0.15,0.2,1
gutted  the handbag i wanted has been sold,0,42,0.0,0.0,0,0.0,0.3333333333333333,0.1111111111111111,0
exactly,1,7,0.0,0.0,0,0.0,0.0,0.0,0
beta  of  expired today back on  until the public release i miss it already,0,75,0.0,2.0,1,0.0588235294117647,0.1176470588235294,0.1764705882352941,0
actually loves nesquik cereal,2,29,3.0,0.0,0,0.25,0.25,0.25,0
my followillfriday sucks because while i was teaching people how to be nice you  were drooling over notion,0,106,0.0,0.0,0,0.0526315789473684,0.1578947368421052,0.1578947368421052,0
heyahh i thought u wernt cumin to london till the th  i love you taylorr,2,72,3.0,0.0,2,0.0,0.25,0.0625,0
i want to go with you   but im tierd,0,36,1.0,0.0,0,0.0909090909090909,0.2727272727272727,0.0,0
heeders again and on monday as well absolutely no plans for the weekend,1,71,0.0,1.0,2,0.0,0.0,0.2307692307692307,0
is heading off to the fair,1,26,2.0,0.0,0,0.1666666666666666,0.1666666666666666,0.0,0
a laodicean life for kavya  family probably got kavya her spelling bee crown congrats note spell check doesnt recognize laodicean,1,129,2.0,0.0,2,0.0909090909090909,0.1363636363636363,0.3181818181818182,1
sad day love you maãââ½  years ago,1,34,1.0,0.0,0,0.125,0.125,0.25,0
blech thats a fail when youre receiving dollars i quoted a job in usd last month im getting paid now  major losses,0,114,0.0,5.0,2,0.0769230769230769,0.1538461538461538,0.2692307692307692,0
hopping in the shower   you can help me tidy my room  its a  hole mums  friends,0,79,2.0,0.0,0,0.0,0.15,0.25,0
so sorry ambien got sick  perhaps work her ashes into the garden with a catnip plant,0,84,0.0,3.0,0,0.1764705882352941,0.1176470588235294,0.1764705882352941,0
btw i am actually just trying to get my own lazy bottom in gear  me lots to do to and still not dressed,1,103,0.0,1.0,0,0.0833333333333333,0.1666666666666666,0.125,1
yeah plus i always totally overspend,0,36,1.0,0.0,0,0.0,0.1666666666666666,0.0,0
i dont wanna miss the laker game tonight im so sad,0,50,0.0,4.0,1,0.0769230769230769,0.2307692307692307,0.2307692307692307,1
will be going to indiana baptist sunday pray for summer missionaries,1,68,1.0,0.0,3,0.0,0.1818181818181818,0.3636363636363636,0
my best friend is in vegas without me,1,37,4.0,0.0,0,0.125,0.0,0.25,0
_awake good midday,2,18,3.0,0.0,1,0.5,0.0,0.25,0
wheres my new,1,13,0.0,0.0,0,0.25,0.25,0.0,0
nooooooo  sue is retiring  no no no no,0,38,0.0,6.0,1,0.0,0.1,0.0,0
i saw my creditcard statement maybe i should receive the unholy aiden fan package yaaaaay,2,89,3.0,0.0,0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0
a kidney stone really ugh,0,25,0.0,2.0,0,0.0,0.0,0.4,0
not nerdy at all i made one yesterday,1,37,0.0,0.0,2,0.125,0.125,0.125,1
best purchases at today at the yard sales  large dog crates  and a refrigerator for the office  didnt buy anything old,1,118,3.0,0.0,1,0.12,0.04,0.32,1
no i love jordies version as well as joes and donnies all  are different,2,72,2.0,0.0,0,0.0666666666666666,0.0666666666666666,0.2666666666666666,0
going to watch boy in the striped pjs hope i dont cry,2,53,1.0,0.0,0,0.0769230769230769,0.2307692307692307,0.1538461538461538,1
amazing the concert the city everything it was really an awesome trip,2,69,8.0,0.0,0,0.1666666666666666,0.0,0.25,0
new supernatural tonight,2,24,0.0,0.0,1,0.3333333333333333,0.0,0.3333333333333333,0
i think i would be a good radio dji like awesome music and i have a great personality,2,85,12.0,0.0,0,0.1666666666666666,0.1111111111111111,0.2222222222222222,0
nope probably revision  hbu x,1,29,0.0,0.0,0,0.0,0.0,0.3333333333333333,0
he seemed all happy about it,2,28,3.0,0.0,0,0.1666666666666666,0.1666666666666666,0.0,0
